restaurant_name,location,cuisine,cost_for_two,rating,votes,budget_category,online_order,book_table,restaurant_type,highlights,listing_type,city
Chung Wah,Sadashiv Nagar,"chinese, thai, momos, vietnamese",700,3.9,135,medium,yes,no,Casual Dining,"Manchow Soup, Dragon Rolls, Spring Roll, Sweet Corn Soup, Prawn, Babycorn Manchurian",Delivery,Rajajinagar
Beach Hut,Jp Nagar,"north indian, chinese",650,3.5,134,medium,no,no,Casual Dining,"Butter Naan, Butter Kulcha, Momos, Noodles, Paneer Tikka, Chop Suey, Tangdi Kabab",Delivery,JP Nagar
Chai Days,Indiranagar,"cafe, tea, beverages, fast food",200,4.5,134,low,yes,no,Cafe,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai",Dine-out,Old Airport Road
Ruchie Rich,Electronic City,"biryani, fast food, north indian",200,3.5,134,low,no,no,Quick Bites,,Delivery,Electronic City
Rolls On Wheels,Sarjapur Road,"fast food, rolls, momos",300,3.5,134,low,no,no,Quick Bites,"Rolls, Veg Momos, Chicken Momo, Paneer Tikka Roll",Delivery,Sarjapur Road
Dhaba Bytes,Hsr,north indian,650,4.1,134,medium,yes,no,Casual Dining,"Naan, Roti, Shahi Paneer, Shahi Tukda",Delivery,Koramangala 6th Block
Swad Punjab Da,Btm,north indian,150,4.1,134,low,yes,no,Quick Bites,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",Delivery,Koramangala 7th Block
Dream a Dozen,Jp Nagar,"bakery, desserts",300,4.3,134,low,yes,no,Delivery,"Cup Cake, Cake Pops, Chocolate Truffle Cake, Brownie",Desserts,JP Nagar
Melting Spot,Indiranagar,"cafe, desserts, beverages, italian",600,4.0,134,medium,no,no,"Cafe, Dessert Parlor","Sandwiches, Pav Bhaji, Ice Cream Roll, Sev Puri, Vada Pav, Sandwich, Dabeli",Cafes,Old Airport Road
Chinese Street,Whitefield,chinese,650,3.1,134,medium,yes,no,Casual Dining,"Manchurian, Chop Suey, Chilli Paneer, Hunan Chicken",Dine-out,Whitefield
Ujwal Restaurant,Vasanth Nagar,"mangalorean, seafood, north indian, chinese",700,3.9,134,medium,yes,no,Casual Dining,"Tender Coconut Chicken, Sea Food, Paneer Pakora, Chicken Biryani, Kori Roti, Fish Fry, Beer",Delivery,Residency Road
Mother's Meal,Cv Raman Nagar,north indian,200,3.8,134,low,yes,no,Quick Bites,"Sweet Lassi, Thali, Kadhai Paneer, Kadhi, Aloo Paratha, Paneer Bhurji, Chole",Delivery,Old Airport Road
Pooja Dosa Camp,Banaswadi,south indian,200,4.0,134,low,no,no,Quick Bites,"Podi Dosa, Vada, Pongal, Ghee Dosa, Masala Dosa, Coffee",Dine-out,Kammanahalli
Little Onnion,"Itpl Main Road, Whitefield","biryani, andhra",500,3.8,134,medium,yes,no,Casual Dining,"Vegetable Biryani, Dum Biryani, Kheer",Dine-out,Whitefield
Baluchi - The Lalit Ashok Bangalore,Seshadripuram,"north indian, kashmiri, mughlai",3700,4.0,134,high,no,yes,Fine Dining,"Tandoori Chicken, Nalli Nihari, Rose Kulfi, Roti, Biryani, Raita, Thali",Dine-out,Malleshwaram
JS Food Court,Kammanahalli,"fast food, juices",400,3.8,134,low,yes,no,Quick Bites,"Shawarma, French Fries, Chicken Roll, Sandwich, Brosted Chicken, Falafel Roll, Chicken Fries",Dine-out,Kammanahalli
Abbabi Chicken,Bellandur,fast food,200,3.7,134,low,no,no,Quick Bites,"Rolls, Chicken Shawarama, Chicken Shwarma Roll, Abbabi Chicken, Shawarma Roll",Dine-out,Sarjapur Road
Catch-up-ino,Banashankari,"cafe, fast food, continental, chinese, momos",800,3.9,133,medium,yes,no,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi",Delivery,Basavanagudi
Sandwichwallas,Basavanagudi,fast food,200,4.0,133,low,yes,no,Quick Bites,"Garlic Bread, Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges",Dine-out,Basavanagudi
Messy Eats,New Bel Road,"bakery, desserts",500,3.9,133,medium,no,no,"Bakery, Dessert Parlor","Waffles, Churros, Pancakes, Fries",Desserts,New BEL Road
Rigan Hyderabadi Bawarchi,New Bel Road,"biryani, north indian, chinese",700,3.6,133,medium,yes,no,Casual Dining,"Butter Chicken, Shawarma, Chicken Biryani, Vegetable Biryani, Babycorn Manchurian, Dum Biryani, Noodles",Delivery,New BEL Road
Zephyr,Basavanagudi,"italian, continental",650,3.9,133,medium,no,no,Casual Dining,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian",Dine-out,Banashankari
Mukati Kitchen,Thippasandra,"north indian, continental, chinese, italian",500,3.7,133,medium,yes,no,Quick Bites,"Cajun Potato, Pasta, Panneer Butter Masala, Sandwich, Kulcha, Raita, Dal Makhani",Delivery,Old Airport Road
Bhukkhad Baba,Jp Nagar,"north indian, beverages",250,3.7,133,low,yes,no,Quick Bites,"Paratha, Thali",Dine-out,Jayanagar
The Trundle,Jayanagar,"chinese, thai, continental, north indian",700,3.7,133,medium,yes,no,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup",Dine-out,Basavanagudi
Hotel New Karavali,Banashankari,"mangalorean, south indian, north indian",300,3.8,133,low,yes,no,Quick Bites,,Dine-out,Basavanagudi
Bun World,Malleshwaram,"bakery, fast food",250,3.9,133,low,no,no,Bakery,"Sandwiches, Burgers, Hot Dog, Sandwich, Honey Cake, Pizza, Veg Cheese Burger",Desserts,Rajajinagar
Saatvikk,Brigade Road,"north indian, south indian, continental",650,2.8,133,medium,no,no,Casual Dining,"Cheese Garlic Naan, Coffee, Corn Soup, Pasta",Dine-out,Brigade Road
Biryani Feast,Marathahalli,"biryani, north indian, chinese",600,2.9,133,medium,yes,no,Delivery,,Delivery,Marathahalli
Jashn,Marathahalli,north indian,750,3.7,132,medium,yes,no,Casual Dining,"Chicken Curry, Lunch Buffet, Chicken Biryani, Paratha, Lassi, Gajar Halwa, Chicken Grill",Delivery,Bellandur
Bhagini,Bellandur,"andhra, south indian, chinese, north indian",800,2.3,132,medium,no,no,Casual Dining,"Masala Peanuts, Chicken Biryani, Roti",Dine-out,Sarjapur Road
Cafe Potpourri,Jp Nagar,"cafe, sandwich, north indian, beverages, desserts",400,3.7,132,low,yes,no,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich",Dine-out,BTM
Pabrai's Fresh & Naturelle Icecreams,Brigade Road,ice cream,180,4.2,132,low,yes,no,Dessert Parlor,"Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel",Desserts,Residency Road
Fanoos,Frazer Town,"arabian, rolls, north indian, bbq",400,3.9,132,low,yes,no,Quick Bites,"Rolls, Mutton Seekh, Chicken Roll",Dine-out,Frazer Town
BTM Bawarchi Biryani,Btm,"biryani, north indian, chinese",600,3.6,132,medium,yes,no,"Takeaway, Delivery",Chicken Biryani,Delivery,Koramangala 6th Block
Pathaan Sir,Koramangala 7Th Block,"rolls, chinese",300,3.8,132,low,yes,no,Quick Bites,"Rolls, Momos, Chicken Egg Roll, Fries, Cheese Roll, Veggie Roll",Dine-out,Koramangala 5th Block
Vishal Sweets & Restaurant,Marathahalli,"north indian, chinese, oriya, mithai",250,3.7,132,low,no,no,Quick Bites,"Chicken Kasha, Tawa Roti, Manchurian, Mutton Curry, Mutton Kosha, Prawn",Desserts,Marathahalli
Chai Point,Bannerghatta Road,"tea, beverages, fast food",250,3.6,132,low,yes,no,"Beverage Shop, Quick Bites","Ginger Tea, Ginger Chai, Banana Cake, Masala Chai, Egg Sandwich, Vada Pav",Dine-out,Bannerghatta Road
Calcutta Victoria Chat House,Banaswadi,"fast food, street food",200,2.8,132,low,yes,no,Quick Bites,"Chaat, Paratha, Panipuri, Pav Bhaji, Dahipuri, Tea, Rolls",Delivery,Kammanahalli
Brownie Heaven,Indiranagar,desserts,300,4.3,132,low,yes,no,Dessert Parlor,"Mocha Fudge, Red Velvet Brownie, Salted Caramel, Brownie Chocolate",Desserts,Old Airport Road
Roti Ghar Ki,Whitefield,"north indian, chinese, biryani",400,4.0,132,low,yes,no,Quick Bites,"Chole, Paratha, Rajma, Dal Makhani",Delivery,Whitefield
Krispy Kreme,Whitefield,"desserts, beverages",300,4.0,132,low,yes,no,Dessert Parlor,"Donut, Filter Coffee, Chocolate Doughnut, Custard",Desserts,Whitefield
Aasife & Brothers Biriyani Centre,Hsr,"biryani, north indian, south indian, chinese",600,3.9,132,medium,yes,no,Casual Dining,"Biryani, Fried Rice, Fish, Chicken Lollipop",Delivery,Koramangala 7th Block
Kanti Sweets,New Bel Road,"mithai, street food",400,4.0,132,low,yes,no,Quick Bites,"Rasmalai, Gulab Jamun",Desserts,New BEL Road
Sabari Juice Junction,Jeevan Bhima Nagar,"beverages, sandwich",250,4.1,132,low,yes,no,Beverage Shop,"Sandwiches, Fruit Juices, Oreo Shake, Sandwich",Delivery,Old Airport Road
Chickpet Donne Biryani House,Banashankari,biryani,250,3.8,131,low,yes,no,Quick Bites,,Dine-out,Banashankari
Meghana Grand,Whitefield,"biryani, andhra",800,3.5,131,medium,yes,no,Casual Dining,Chicken Biryani,Delivery,Brookefield
Foodies Express,Electronic City,"chinese, north indian, arabian, biryani",400,3.7,131,low,yes,no,Quick Bites,"Naan, Shawarma, Chicken Grill, Noodles",Dine-out,Electronic City
Mad Over Donuts,Malleshwaram,"bakery, desserts, beverages",450,3.9,131,low,yes,no,Food Court,"Donut, Coffee, Choco Bomb, Cup Cake",Desserts,Rajajinagar
Thai House,Brigade Road,thai,700,4.3,131,medium,yes,no,Casual Dining,"Tom Yum Soup, Fish, Salad",Delivery,Residency Road
Anand Sweets and Savouries,Bannerghatta Road,"mithai, street food",400,4.1,131,low,no,no,Sweet Shop,"Chole Bhature, Thali, Papdi Chaat, Shahi Paneer",Delivery,Bannerghatta Road
Ammi's Biryani,Whitefield,"biryani, north indian",500,2.5,131,medium,no,no,Quick Bites,"Rice, Mutton Biryani, Chicken Biryani, Haleem, Vegetable Biryani, Hyderabadi Biryani, Chicken Guntur",Delivery,Whitefield
Srinidhi Sagar Food Line,Indiranagar,"south indian, north indian, chinese",250,3.7,131,low,yes,no,Quick Bites,"Vada, Masala Dosa, Filter Coffee",Delivery,MG Road
Aastha Bengali Mess,Yeshwantpur,"chinese, bengali",250,3.9,131,low,yes,no,Quick Bites,,Dine-out,Malleshwaram
Chai Point,Brookefield,"fast food, beverages",250,3.9,131,low,yes,no,"Beverage Shop, Quick Bites","Poha, Samosa, Ginger Chai, Ginger Tea, Banana Cake, Cake Rusk, Coffee",Delivery,Whitefield
Tasty Treat,Hsr,"north indian, chinese, biryani, rolls",400,3.1,131,low,yes,no,Quick Bites,Paratha,Dine-out,HSR
Bangaliana,Marathahalli,bengali,600,3.6,131,medium,yes,no,Quick Bites,"Rasgulla, Mutton Kosha, Luchi, Fish Cutlet, Aloo Posto, Alur Dom, Thali",Dine-out,Marathahalli
Night Panda,Marathahalli,"fast food, north indian, chinese",500,3.4,131,medium,no,no,"Takeaway, Delivery","Brownie, Sandwich",Delivery,Marathahalli
The Grilled & Fried,Whitefield,fast food,300,3.3,130,low,yes,no,Quick Bites,"Potato Fries, Chicken Curry",Delivery,Whitefield
Hotel Salam,Hsr,"north indian, chinese, biryani",400,4.1,130,low,yes,no,Quick Bites,,Delivery,Koramangala 5th Block
Mane Thindi,Banashankari,south indian,200,3.7,130,low,no,no,Quick Bites,"Coffee, Tea, Kesari Bath, Open Dosa, Vada, Idli, Bread Dosa",Dine-out,Banashankari
Kadala Tarangaa,Banashankari,"mangalorean, seafood, north indian",600,3.6,130,medium,yes,no,Casual Dining,"Sea Food, Neer Dosa",Delivery,Jayanagar
Shreedevi,Indiranagar,"north indian, andhra, chinese",600,3.7,130,medium,no,no,Quick Bites,"Andhra Meal, Biryani, Chicken Curry",Delivery,Indiranagar
Five Star Chicken,Banashankari,"roast chicken, burger",300,3.4,130,low,yes,no,Quick Bites,,Delivery,Jayanagar
The Daily,Electronic City,"rajasthani, north indian",400,4.0,130,low,yes,no,Quick Bites,"Paratha, Lassi, Chai, Dal Bati Churma Thali, Chole Bhature",Dine-out,Electronic City
Tetto,Koramangala 1St Block,continental,1200,3.7,130,medium,yes,no,"Casual Dining, Bar","Burgers, Cocktails, Mushroom Nuggets, Draught Beer, Fish Fingers",Dine-out,Koramangala 4th Block
Amma's Pastries,Hbr Layout,bakery,400,3.9,130,low,no,no,Bakery,"Veg Puff, Egg Puff",Desserts,Kammanahalli
The Belgian Waffle Co.,Hsr,"desserts, beverages",350,4.1,130,low,yes,no,Dessert Parlor,"Belgian Waffles, Belgian Chocolate Waffle",Delivery,Koramangala 4th Block
Angaar Indian Grill & Restaurant,Hbr Layout,"arabian, mughlai, north indian, chinese, rolls",600,3.9,130,medium,no,no,Casual Dining,"Shawarma, Mutton Biryani, Angara Kebab, Chicken Grill, Ghee Rice",Dine-out,Kammanahalli
Parkview,Jp Nagar,"south indian, north indian, chinese",300,4.0,130,low,no,no,Quick Bites,"Paneer Hyderabadi, Biryani, Idli, Panneer Butter Masala, Roti, Coffee, Masala Dosa",Dine-out,Jayanagar
The Airos,Jayanagar,"cafe, italian, pizza",650,4.1,130,medium,yes,no,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls",Delivery,Basavanagudi
Keventers,New Bel Road,"desserts, beverages, ice cream",400,3.9,130,low,yes,no,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Oreo, Chocolate Hazelnut, Kit Kat Shake",Desserts,New BEL Road
Ooh La La,Whitefield,"north indian, biryani",500,3.7,130,medium,yes,no,Delivery,Paneer Manchurian,Delivery,Whitefield
Berrylicious Cafe,Mg Road,"continental, cafe, desserts, pizza, north indian, chinese, ice cream",900,4.1,129,medium,yes,no,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl",Delivery,Lavelle Road
Donne Biriyani House,Sarjapur Road,biryani,300,3.1,129,low,yes,no,Quick Bites,,Delivery,Sarjapur Road
Izakaya Gastro Pub,Whitefield,"north indian, continental, mediterranean",1200,3.8,129,medium,yes,yes,"Bar, Casual Dining","Beer, Chicken Guntur, Paneer Tikka, Fish, Noodles, Cocktails, Gulab Jamun",Delivery,Brookefield
Ibaco,Jayanagar,desserts,300,4.0,129,low,yes,no,Dessert Parlor,"Icecream Cake, Brownie, Hot Chocolate, Belgian Chocolate, Salted Caramel",Desserts,Jayanagar
Dialogues,Jp Nagar,"cafe, continental",600,4.0,129,medium,no,no,Cafe,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries",Cafes,Jayanagar
Imperia Restaurant,Whitefield,"north indian, chinese, arabian, biryani, fast food",500,2.5,129,medium,yes,no,Casual Dining,"Chicken Grill, Biryani",Delivery,Whitefield
Al-Bek,"Varthur Main Road, Whitefield","biryani, north indian, charcoal chicken, chinese, seafood, rolls",300,3.7,129,low,yes,no,"Takeaway, Delivery",Mutton Biryani,Delivery,Marathahalli
Andhra Mess,Domlur,"andhra, biryani, chinese",400,3.2,129,low,yes,no,Mess,,Dine-out,Old Airport Road
Coorg Diaries,Kaggadasapura,south indian,400,3.5,129,low,yes,no,Quick Bites,"Pork Curry, Pandi Curry",Delivery,Marathahalli
Eatapita,Kammanahalli,"arabian, pizza, greek, lebanese, mediterranean",600,4.0,129,medium,yes,no,Quick Bites,"Shawarma, Falafel Pita, Veg Bonanza Pizza, Cheese Manakeesh, Arabic Cuisine, Cheese Steak Pizza",Delivery,Kalyan Nagar
Taipan,Frazer Town,"chinese, momos",700,3.5,129,medium,yes,no,Casual Dining,"Noodles, Dragon Chicken, Chop Suey",Delivery,Residency Road
Funky Punjab,Btm,"north indian, chinese",400,3.8,129,low,yes,no,Quick Bites,"Dal Makhani, Roti, Panneer Butter Masala, Lassi, Kulcha, Masala Papad, Butter Chicken",Delivery,JP Nagar
Biryani Durbar,Bannerghatta Road,"biryani, north indian",400,3.7,129,low,yes,no,"Takeaway, Delivery","Chicken Biryani, Chicken Kebab",Delivery,JP Nagar
Raenss Cafe,Indiranagar,"cafe, fast food, chinese",600,2.4,129,medium,yes,no,Cafe,"Burgers, Hot Dog, Coffee, Hot Chocolate, Sandwich, Double Choco Mocha, Fish N Chips",Dine-out,Indiranagar
Pabrai's Fresh & Naturelle Icecreams,Koramangala 5Th Block,"ice cream, desserts",200,3.9,128,low,yes,no,Dessert Parlor,"Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Tender Coconut Ice Cream",Delivery,Koramangala 6th Block
Le Cirque Signature - The Leela Palace,Old Airport Road,"french, italian",6000,4.3,128,high,no,yes,Fine Dining,"Wine, Asparagus Soup, Creme Brulee, Pasta, Ravioli, Tiramisu, Lobster Bisque",Dine-out,Old Airport Road
Park View Restaurant,Vijay Nagar,"north indian, chinese, continental",600,3.8,128,medium,no,no,Casual Dining,"Sea Food, Biryani, Chilli Chicken, Neer Dosa, Curd Rice",Delivery,Rajajinagar
Dwaraka Grand,Kumaraswamy Layout,"south indian, chinese, street food, juices",500,3.9,128,medium,yes,no,Casual Dining,"Masala Dosa, Coffee",Dine-out,JP Nagar
Beijing Bites,Banashankari,"chinese, thai",850,2.7,128,medium,no,no,Casual Dining,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill",Dine-out,Basavanagudi
Rasoi,Banashankari,"north indian, chinese",300,3.3,128,low,yes,no,Quick Bites,"Lassi, Panneer Butter Masala, Paratha, Thali",Delivery,Jayanagar
Cafe Daily Bread,Bellandur,"bakery, fast food, italian",600,3.7,128,medium,no,no,"Bakery, Quick Bites","Pasta, Sandwich, Sandwiches, Caesar Salad, Salads, Fries, Egg Wrap",Delivery,Bellandur
Blk Plus Wht,Hsr,"asian, thai, north indian",800,4.3,128,medium,no,no,"Casual Dining, Cafe","Noodles, Cocktails, Nasi Goreng, Apple Fritters, Nalli Nihari, Panna Cotta, Vanilla Ice Cream",Cafes,Koramangala 4th Block
Smally's Resto Cafe,Hsr,"cafe, italian, burger, american, steak",650,4.0,128,medium,yes,no,Cafe,"Burgers, Peri Peri Chicken Burger, Pasta, Chicken Salad, Hot Chocolate, Coffee, Nutella Shake",Cafes,HSR
Holige Mane,Malleshwaram,south indian,100,4.2,128,low,yes,no,Quick Bites,"Badami Holige, Puran Poli",Dine-out,Rajajinagar
Behrouz Biryani,Vasanth Nagar,biryani,650,4.2,128,medium,yes,no,Delivery,"Raita, Gosht Dum Biryani, Dum Ghost Biryani, Paneer Biryani",Delivery,Frazer Town
The Ganache Factory,Jayanagar,"desserts, bakery",400,4.2,128,low,no,no,Delivery,"Red Velvet, Lime Pie, Nutella Cheesecake, Blueberry Cheesecake, Salted Caramel Brownie, Dessert Jar",Delivery,Jayanagar
New Biryani Mane,Uttarahalli,"north indian, chinese, biryani, south indian",450,3.7,128,low,yes,no,Casual Dining,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti",Delivery,Banashankari
3 Leafs,Kaggadasapura,"north indian, south indian, chinese",600,3.7,128,medium,yes,no,Casual Dining,"Butter Naan, Rumali Roti, Mutton Curry, Paratha, Biryani, Chicken Guntur",Delivery,Old Airport Road
Marwari Basa,Nagawara,"rajasthani, north indian",300,3.8,128,low,yes,no,Quick Bites,"Paratha, Lassi, Dal Bati, Kachori, Roti, Churma, Liti Chokha",Delivery,Kalyan Nagar
Adukkala Restaurant,Banaswadi,kerala,600,2.9,128,medium,yes,no,Casual Dining,"Tea, Shawarma, Egg Roast, Biryani, Appam",Dine-out,Kammanahalli
Aroma Fine Dine,Hsr,"north indian, mughlai, chinese, south indian",900,4.0,128,medium,yes,yes,Casual Dining,"Chicken Biryani, Dal Makhani, Garlic Naan, Bamboo Biryani, Murgh Ghee Roast",Dine-out,BTM
Moonlight Kitchens,Old Airport Road,"north indian, chinese",400,3.9,128,low,yes,no,Delivery,Chilli Chicken,Delivery,Old Airport Road
Kalpavriksha Upahara,Jayanagar,"south indian, north indian, chinese",400,4.0,128,low,yes,no,Quick Bites,Coffee,Delivery,Koramangala 7th Block
Skytouch Le Cafe,Jp Nagar,"cafe, italian, desserts",700,3.7,127,medium,yes,no,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles",Cafes,JP Nagar
BTM Ghar ka Khana,Btm,north indian,200,3.7,127,low,no,no,Quick Bites,"Matar Paneer, Paratha, Chole Bhature, Lassi",Dine-out,Koramangala 7th Block
Mid Night Hunting,Ejipura,"fast food, italian",300,3.7,127,low,yes,no,"Takeaway, Delivery","Burgers, Chicken Burger, Pasta, Chicken Pizza",Delivery,Koramangala 5th Block
Aapni Rasoi,Bellandur,north indian,400,3.2,127,low,yes,no,Quick Bites,"Dal Tadka, Matar Methi Malai, Malai Kofta, Jeera Rice, Roti",Dine-out,Sarjapur Road
Rolls On Wheels,Btm,"fast food, rolls, momos",300,2.8,127,low,no,no,Quick Bites,"Rolls, Veggie Roll, Chicken Roll, French Fries",Delivery,Jayanagar
Flying Cakes,Electronic City,"bakery, desserts",500,3.1,127,medium,yes,no,Bakery,"Chocochip Cake, Butterscotch Cake",Delivery,Electronic City
Chinese Chaska,Whitefield,"chinese, north indian, biryani",550,3.1,127,medium,yes,no,Casual Dining,,Delivery,Whitefield
The Spice Saga,Kumaraswamy Layout,"biryani, north indian, chinese, seafood",750,3.7,126,medium,yes,no,Casual Dining,"Biryani, Chicken Grill, Butter Chicken",Delivery,JP Nagar
DeliToons,Koramangala 6Th Block,"sandwich, pizza, salad",300,4.0,126,low,no,no,Quick Bites,"Sandwiches, Sandwich, Salads, Shahi Paneer",Dine-out,Koramangala 7th Block
Puff Cafe,New Bel Road,"cafe, italian, american",700,3.7,126,medium,yes,no,Cafe,Pasta,Dine-out,New BEL Road
The Spice Pavillion,Marathahalli,north indian,600,3.7,126,medium,yes,no,Casual Dining,"Panneer Butter Masala, Butter Chicken, Tangdi Kabab, Chicken Biryani, Roti, Vegetable Biryani",Dine-out,Marathahalli
Brahmins' Thatte Idli,Rajajinagar,south indian,100,3.9,126,low,yes,no,Quick Bites,,Delivery,Rajajinagar
Kerala Mess Upahar,Bellandur,"kerala, biryani, south indian",300,3.8,126,low,yes,no,Mess,,Dine-out,Sarjapur Road
Nightfork,Koramangala 6Th Block,"chinese, biryani, pizza, italian, north indian",500,3.7,126,medium,no,no,Delivery,"Noodles, Biryani, Peri Peri Pasta, Laccha Paratha",Delivery,Koramangala 4th Block
The Bengaluru Brasserie - Hyatt Centric MG Road,Ulsoor,"continental, asian, north indian, south indian",2000,4.1,126,high,no,yes,Casual Dining,"Cocktails, Burgers, Chicken Chunks, Crispy Chicken, Cheesecake",Dine-out,MG Road
Sandesh Sweets & Chats,Electronic City,"south indian, street food, beverages",350,2.9,126,low,no,no,Quick Bites,"Chaat, Rasmalai, Samosa, Pav Bhaji, Raj Kachori",Dine-out,Electronic City
